character,text
LACEY," Thank you, Senator."
LACEY,"Congressman O'Rourke, same question for you. How would you convince GM to bring production back to the United States from Mexico?"
O'ROURKE," I've met with these members of the UAW who are striking outside of facilities in Cincinnati, in Lordstown, Ohio, which has just been devastated, decimated by GM and their malfeasance, paying effectively zero in taxes last year. The people of Ohio investing tens of millions of dollars in the infrastructure around there."
O'ROURKE,"What they want is a shot. And they want fairness in how we treat workers in this country, which they are not receiving today. Part of the way to do that is through our tre deals, making sure that if we tre with Mexico, Mexican workers are allowed to join unions, which they are effectively unable to do today. Not only is that b for the Mexican worker, it puts the American worker at a competitive disvantage."
O'ROURKE,"If we complement that with investment in world-class pre-K through 12 public education, get behind our world-class public school educators, if we make sure that cost is not an object to be able to attend college, and if we elevate the role of unions in this country, and create more than 5 million apprenticeships over the next eight years, we will make sure that every single American has a shot."
O'ROURKE,"They don't want a handout. They don't want a job guarantee. They just want a shot. And as president, I will give them that shot."
LACEY," Thank you, Congressman."
BURNETT," Income inequality is growing in the United States at an alarming rate. The top 1 percent now own more of this nation’s wealth than the bottom 90 percent combined. Senator Sanders, when you introduced your wealth tax, which would tax the assets of the wealthiest Americans, you said, quoting you, Senator, “Billionaires should not exist.” Is the goal of your plan to tax billionaires out of existence?"
SANDERS," When you have a half-a-million Americans sleeping out on the street today, when you have 87 people -- 87 million people uninsured or underinsured, when you’ve got hundreds of thousands of kids who cannot afford to go to college, and millions struggling with the oppressive burden of student debt, and then you also have three people owning more wealth than the bottom half of American society, that is a moral and economic outrage."
SANDERS,"And the truth is, we cannot afford to continue this level of income and wealth inequality. And we cannot afford a billionaire class, whose greed and corruption has been at war with the working families of this country for 45 years."
SANDERS,"So if you're asking me do I think we should demand that the wealthy start paying -- the wealthiest, top 0.1 percent, start paying their fair share of taxes so we can create a nation and a government that works for all of us? Yes, that's exactly what I believe."
BURNETT," Thank you, Senator."
BURNETT,(APPLAUSE)
BURNETT,"Mr. Steyer, you are the lone billionaire on this stage. What's your plan for closing the income gap?"
STEYER," Well, first of all, let me say this. Senator Sanders is right. There have been 40 years where corporations have bought this government, and those 40 years have meant a 40-year attack on the rights of working people and specifically on organized labor. And the results are as shameful as Senator Sanders says, both in terms of assets and in terms of income. It's absolutely wrong. It's absolutely undemocratic and unfair."
STEYER,"I was one of the first people on this stage to propose a wealth tax. I would undo every Republican tax cut for rich people and major corporations. But there's something else going on here that is absolutely shameful, and that's the way the money gets split up in terms of earnings."
STEYER,"As a result of taking away the rights of working people and organized labor, people haven't h a raise -- 90 percent of Americans have not h a raise for 40 years. If you took the minimum wage from 1980 and just justed it for inflation, you get $11 bucks. It's $7.25. If you included the productivity gains of American workers, it would be over $20 bucks."
STEYER,"There's something wrong here, and that is that the corporations have bought our government. Our government has failed. That's why I'm running for president, because we're not going to get any of the policies that everybody on this stage wants -- health care, education, Green New Deal, or a living wage..."
BURNETT," Thank you, Mr. Steyer."
STEYER, ... unless we break the power of these corporations.
BURNETT," Thank you, Mr. Steyer."
BURNETT,(APPLAUSE)
BURNETT,"Vice President Biden, you have warned against demonizing rich people. Do you believe that Senator Sanders and Senator Warren's wealth tax plans do that?"
BIDEN," No, look, demonizing wealth -- what I talked about is how you get things done. And the way to get things done is take a look at the tax code right now. The idea -- we have to start rewarding work, not just wealth. I would eliminate the capital gains tax -- I would raise the capital gains tax to the highest rate, of 39.5 percent."
BIDEN,"I would double it, because guess what? Why in God's name should someone who's clipping coupons in the stock market make -- in fact, pay a lower tax rate than someone who, in fact, is -- like I said -- the -- a schoolteacher and a firefighter? It's ridiculous. And they pay a lower tax."
BIDEN,"Secondly, the idea that we, in fact, engage in this notion that there are -- there’s $1,640,000,000,000 in tax loopholes. You can’t justify a minimum $600 billion of that. We could eliminate it all. I could go into detail h I the time."
BIDEN,"Secondly -- I mean, thirdly, what we need to do is we need to go out and make it clear to the American people that we are going to -- we are going to raise taxes on the wealthy. We're going to reduce tax burdens on those who are not."
BIDEN,"And this is one of the reasons why these debates are kind of crazy, because everybody tries to squeeze everything into every answer that is given. The fact is, everybody's right about the fact that the fourth industrial revolution is costing jobs. It is. The fact is also corporate greed is they're going back and not investing in our employees, they're reinvesting and buying back their stock."
BURNETT," Thank you, Mr. Vice President."
BIDEN," See, I'm doing the same thing."
BURNETT," Thank you, Mr. Vice President."
BURNETT,(LAUGHTER)
BURNETT,"Senator Warren, your response."
WARREN," So I think this is about our values as a country. Show me your budget, show me your tax plans, and we'll know what your values are."
WARREN,"And right now in America, the top 0.1 percent have so much wealth -- understand this -- that if we put a 2 cent tax on their 50 millionth and first dollar, and on every dollar after that, we would have enough money to provide universal childcare for every baby in this country, age zero to five, universal pre-K for every child, raise the wages of every childcare worker and preschool teacher in America, provide for universal tuition-free college, put $50 billion into historically black colleges and universities..."
BURNETT," Thank you, Senator Warren."
WARREN," ... and cancel -- no, let me finish, please, and cancel student loan debt for 95 percent of the people who have it. My question is not why do Bernie and I support a wealth tax. It's why is it does everyone else on this stage think it is more important to protect billionaires than it is to invest in an entire generation of Americans?"
BURNETT," Thank you, Senator Warren."
BIDEN, No one is supporting billionaires.
BURNETT," Mayor Buttigieg? Mayor Buttigieg, your response?"
BUTTIGIEG," I'm all for a wealth tax. I'm all for just about everything that was just mentioned in these answers. Let me tell, though, how this looks from the industrial Midwest where I live."
BUTTIGIEG,"Washington politicians, congressmen and senators, saying all the right things, offering the most elegant policy prescriptions, and nothing changes. I didn't even realize it was unusual to have empty factories that I would see out the windows of my d's Chevy Cavalier when he drove me to school, I didn't know that wasn't every city until I went away to college. Now I drive my own Chevy. It's a Chevy Cruze. It used to be built right in Lordstown, which is now one more symbol of the broken promises that this president has me to workers."
BUTTIGIEG,"But why did workers take a chance on this president in the first place? It's because it felt like nobody was willing to actually do anything. And while he's unquestionably me it dramatically worse, this is time to realize that we're paying attention to the wrong things. We're paying attention..."
BURNETT," Thank you, Mayor. Thank you, Mayor Buttigieg."
BUTTIGIEG, ... to who sounded better on a debate stage or in a committee hearing...
BUTTIGIEG,(CROSSTALK)
BURNETT, Senator Klobuchar -- Senator Klobuchar...
BUTTIGIEG, This is what it's going to take to get something done.
BURNETT, Will a wealth tax -- will a wealth tax work?
KLOBUCHAR," It could work. I am open to it. But I want to give a reality check here to Elizabeth, because no one on this stage wants to protect billionaires. Not even the billionaire wants to protect billionaires."
KLOBUCHAR,(LAUGHTER)
KLOBUCHAR,"We just have different approaches. Your idea is not the only idea. And when I look at this, I think about Donald Trump, the guy that after that tax bill passed went to Mar-a-Lago, got together with his cronies, and said, guess what, you guys all got a lot richer. That was the one time in his presidency he told the truth."
KLOBUCHAR,"So we have different ways -- I would repeal significant portions of that tax bill that help the rich, including what he did with the corporate tax rate, including what he did on international taxation. You d it all up, you got a lot of money that, one, helps pay for that childcare, protects that dignity of work, makes sure we have decent retirement, and makes sure that our kids can go to good schools."
BURNETT, Thank you. Senator...
KLOBUCHAR, It is not one idea that rules here.
BURNETT," Thank you, Senator Klobuchar. Senator Warren, please respond."
BURNETT,(APPLAUSE)
WARREN," So understand, taxing income is not going to get you where you need to be the way taxing wealth does, that the rich are not like you and me. The really, really billionaires are making their money off their accumulated wealth, and it just keeps growing. We need a wealth tax in order to make investments in the next generation."
WARREN,"Look, I understand that this is hard, but I think as Democrats we are going to succeed when we dream big and fight hard, not when we dream small and quit before we get started."
KLOBUCHAR, I would like to respond to that.
BURNETT," Senator Klobuchar, respond, please."
KLOBUCHAR," You know, I think simply because you have different ideas doesn't mean you're fighting for regular people. I wouldn't even be up on this stage if it wasn't for unions and the dignity of work. If my grandpa didn't have unions protecting him in those mines, he wouldn't have survived. If my mom didn't have unions as a teacher, she wouldn't have been able to make the wages she me when my parents got divorced."
KLOBUCHAR,"So just because we have different ideas, and get to the same place in terms of beating Donald Trump and taking this on, we are in Ohio. We can win Ohio in the presidency, but only if we unite, if we unite around ideals and don't go fighting against each other and inste take the fight to him."
BURNETT," Thank you, Senator."
BURNETT,"Senator Harris, you want to give working families a tax credit of up to $6,000 a year to help close the income gap."
HARRIS, Right.
BURNETT, Is that a better solution than a wealth tax?
HARRIS," Well, here's how I think about it. When I was growing up, my mother raised my sister and me. We would often come home from school before she came home from work. She'd come home, she'd cook dinner, and at some point we'd go to bed, and she'd sit up at the kitchen table trying to figure out how to make it all work."
HARRIS,"And when I think about where we are right now in 2020, I do believe justice is on the ballot. It's on the ballot in terms of impeachment, it's on the ballot in terms of economic justice, health justice, and so many other issues."
HARRIS,"So when I think about this issue, I'm thinking about that d who tonight is going to be sitting at his kitchen table, after everyone's gone to sleep, and sitting there with his cup of tea or coffee trying to figure out how it's going to make -- how he's going to make it work. And he's probably sitting there deciding that on that minimum wage job that does not pay enough for him to meet the bills at the end of the month, he's going to have to start driving an Uber. And what does that mean? That means that with those two jobs, he's going to miss his kids' soccer games."
HARRIS,"That's the reality for Americans today, which is why, yes, when I get elected and pass this bill, which will give the American family who makes less than $100,000 a year a tax credit of up to $6,000 a year that they can take home at up to $500 a month, that's going to make a real difference in that man's life. And don't tell him that's not a big deal..."
BURNETT," Thank you, Senator."
HARRIS, ... when he's trying to get through to the end of the month.
BURNETT," Mr. Yang, your response. Would you impose a wealth tax?"
YANG," Senator Warren is 100 percent right that we're in the midst of the most extreme winner-take-all economy in history. And a wealth tax makes a lot of sense in principle. The problem is that it's been tried in Germany, France, Denmark, Sweden, and all those countries ended up repealing it, because it h massive implementation problems and did not generate the revenue that they'd projected."
YANG,"If we can't learn from the failed experiences of other countries, what can we learn from? We should not be looking to other countries' mistakes. Inste, we should look at what Germany, France, Denmark, and Sweden still have, which is a value-ded tax. If we give the American people a tiny slice of every Amazon sale, every Google search, every robot truck mile, every Facebook , we can generate hundreds of billions of dollars and then put it into our hands, because we know best how to use it."
BURNETT, Thank you. Thank you.
BURNETT,"Congressman O'Rourke, do you think a wealth tax is the best way to dress income inequality? Your response."
O'ROURKE, I think it's part of the solution. But I think we need to be focused on lifting people up. And sometimes I think that Senator Warren is more focused on being punitive and pitting some part of the country against the other inste of lifting people up and making sure that this country comes together around those solutions.
O'ROURKE,"I think of a woman that I met in Las Vegas, Neva. She's working four jobs, raising her child with disabilities, and any American with disabilities knows just how hard it is to make it and get by in this country alrey. Some of those jobs working for some of these corporations, she wants to know how we are going to help her, how we're going to make sure that her child has the care that she needs, that we strengthen protections for those with disabilities, that she just has to work one job because it pays a living wage."
O'ROURKE,"And Senator Warren said show me your budget, show me your tax plan, and you'll show me your values. She has yet to describe her tax plan and whether or not that person I met would see a tax increase. Under my ministration, if you make less than $250,000 a year as a family, you will not see a tax increase. That family needs to know that."
O'ROURKE,(CROSSTALK)
BURNETT," Thank you, Congressman."
(UNKNOWN)," Erin, let me say..."
BURNETT, I want to give Senator Warren a chance to respond.
WARREN," So I'm really shocked at the notion that anyone thinks I'm punitive. Look, I don't have a beef with billionaires. My problem is you me a fortune in America, you h a great idea, you got out there and worked for it, good for you. But you built that fortune in America. I guarantee you built it in part using workers all of us helped pay to educate. You built it in part getting your goods to markets on ros and bridges all of us helped pay for. You built it at least in part protected by police and firefighters all of us help pay the salaries for."
WARREN,"And all I'm saying is, you make it to the top, the top 0.1 percent, then pitch in two cents so every other kid in America has a chance to make it."
BURNETT," Senator, thank you."
WARREN, That's what this is about.
BURNETT," Senator Castro, your response?"
O'ROURKE, There's no argument there. I just want to make sure that we're lifting up those families who are working and need help through an expanded earned income tax credit or child tax credit...
WARREN, But that is...
WARREN,(CROSSTALK)
O'ROURKE, ... which we will do in my ministration.
BURNETT," Go ahe, Senator."
WARREN," That is the point. This is universal childcare for every baby in this country, early educational opportunities for every child, universal pre-K no matter where you live for every 3-year-old and 4-year-old."
O'ROURKE," But in dition to that, will they see a tax increase?"
WARREN," Raising the wages -- no, raising the wages of every childcare worker and preschool teacher in this country. This is about universal college, about investment in our HBCUs, about making sure that we get rid of the student loan debt burden that is crushing..."
BURNETT," Thank you, Senator..."
BURNETT,(CROSSTALK)
O'ROURKE, ... I just want to know if working families are going to see a tax increase.
O'ROURKE,(CROSSTALK)
BURNETT," I want to get Secretary Castro in here, please, Congressman. Go ahe, Secretary."
CASTRO," Thanks a lot, Erin. And you see that everybody has their own plans. And let me just say that the way that I view this is born out of my own experience."
CASTRO,"I grew up like I bet a lot folks in this room grew up and folks that are watching on TV. I grew up with my twin brother, Joaquin, in a single-parent household where my mom was working hard to support us and also her mom, my grandmother. And we knew what it was like to wonder whether we were going to be able to pay the rent at the first of the month or sometimes have the electricity turned off."
CASTRO,"And when I was a kid, to look at the grocery list that seemed to get shorter and shorter, and that's what's happening to a lot of families these days. I was in Las Vegas a few months ago, and I visited people who were homeless, who are living in storm drainage tunnels under the Las Vegas strip in the show of hotels and casinos that are worth hundreds of millions of dollars, where people from around the world are spending so much money on vacations."
CASTRO,"We can do better than that. I believe that wealth and equality tax, as I've proposed, is part of the answer, but also I've proposed an inheritance tax, raising the top marginal tax rate..."
BURNETT," Thank you, Secretary."
CASTRO, ... and investing in things like universal childcare and affordable housing.
BURNETT," All right. Senator Booker, please respond."
BOOKER," Well, first of all, I just want to be respond by -- you know, we've got one shot to make Donald Trump a one-term president. And how we talk about each other in this debate actually really matters."
BOOKER,"I've h the privilege of working with or being friends with everybody on this stage, and tearing each other down because we have a different plan to me is unacceptable. I have seen this script before."
BOOKER,(APPLAUSE)
BOOKER,"It didn't work in 2016, and it will be a disaster for us in 2020. And so I have a different plan than Elizabeth Warren. I have a different plan than many people on this stage. And it involves, again, fair taxes for the richest. We have a lot of work to do there. But we've h 20 years of presidential debates, and we have never talked about the violence in America of child poverty."
BOOKER,"We have got to begin to talk more eloquently and persuasively and urgently about doing the things not just to make sure fair taxes are paid by people on the top, but that we deal with the moral obscenity of having the highest levels of child poverty in the industrial world."
BOOKER,"My plan will focus on that, and these are some of the issues we should be talking about, not defining ourselves just by what we're against, but we need to win this election by talking about who and what we are for."
BURNETT," Thank you, Senator Booker."
BURNETT,(APPLAUSE)
COOPER, We've got to take a quick break. We've got to take a quick break right now. The CNN-New York Times debate live from Otterbein University in Ohio will be right back after this.
COOPER,(COMMERCIAL BREAK)
COOPER," And welcome back to the CNN-New York Times Democratic presidential debate live from Otterbein University in Westerville, Ohio."
COOPER,"I want to turn now to foreign policy. President Trump ordered the withdrawal of all American forces from northern Syria, abandoning America's long-time Kurdish allies. As a result, Turkey has now eved Syria, ISIS detainees have escaped, and the Kurds have announced a new deal with the government in Damascus, a victory for Syrian dictator Bashar al-Ass, and Russia, and Iran."
COOPER,"Vice President Biden, we know you would not have withdrawn troops from northern Syria in this way, but that is alrey in process. So would you send American troops back into northern Syria to prevent an ISIS resurgence and protect our Kurdish allies?"
BIDEN," I would not have withdrawn the troops and I would not have withdrawn the ditional thousand troops who are in Iraq, which are in retreat now, being fired on by Ass's people. And the president of the United States saying, if those ISIS folks escape from the prisons they're in, they'll only go to Europe and won't affect us."
BIDEN,"It has been the most shameful thing that any president has done in modern history -- excuse me, in terms of foreign policy. And the fact of the matter is, I've never seen a time -- and I've spent thousands of hours in the Situation Room, I've spent many hours on the ground in those very places, in Syria and in Iraq, and guess what? Our commanders across the board, former and present, are ashamed of what's happening here."
BIDEN,"What I would do is I would be making it real clear to Ass that, in fact, where he's going to have a problem -- because Turkey is the real problem here. And I would be having a real lockdown conversation with Erdogan and letting him know that he's going to pay a heavy price for what he has done now. Pay that price."
COOPER," Just to clarify, Mr. Vice President, would you want American troops back in northern Syria?"
BIDEN," I would want those thousand troops to be protected by air cover, those thousand troops that are being -- having to withdraw under fire, make it clear that they're not going anywhere, and have them protected, and work my way back toward what, in fact, needs to be done, protecting those Kurds. They lost their lives. This is shameful, shameful what this man has done."
BIDEN,(APPLAUSE)
COOPER," Congresswoman Gabbard, last week you said that American troops should get out of Syria now. You don't agree with how the president handled the withdrawal. What would you have done differently? How would you have pulled out troops without the bloodshed we're seeing now?"
GABBARD," Well, first of all, we've got to understand the reality of the situation there, which is that the slaughter of the Kurds being done by Turkey is yet another negative consequence of the regime change war that we've been waging in Syria."
GABBARD,"Donald Trump has the blood of the Kurds on his hand, but so do many of the politicians in our country from both parties who have supported this ongoing regime change war in Syria that started in 2011, along with many in the mainstream media, who have been championing and cheerleing this regime change war."
GABBARD,"Not only that, but the New York Times and CNN have also smeared veterans like myself for calling for an end to this regime change war. Just two days ago, the New York Times put out an article saying that I'm a Russian asset and an Ass apologist and all these different smears. This morning, a CNN commentator said on national television that I'm an asset of Russia. Completely despicable."
GABBARD,"As president, I will end these regime change wars by doing two things -- ending the draconian sanctions that are really a modern-day siege the likes of which we are seeing Saudi Arabia wage against Yemen, that have caused tens of thousands of Syrian civilians to die and to starve, and I would make sure that we stop supporting terrorists like Al Qaida in Syria who have been the ground force in this ongoing regime change war."
COOPER, Thank you.
GABBARD," I'd like to ask Senator Warren if she would join me in calling for an end to this regime change war in Syria, finally."
WARREN," So, look, I think that we ought to get out of the Middle East. I don't think we should have troops in the Middle East. But we have to do it the right way, the smart way."
WARREN,"What this president has done is that he has sucked up to dictators, he has me impulsive decisions that often his own team doesn't understand, he has cut and run on our allies, and he has enriched himself at the expense of the United States of America. In Syria, he has created a bigger-than-ever humanitarian crisis. He has helped ISIS get another foothold, a new lease on life."
WARREN,I sit on the Armed Services Committee. I talk with our military leers about this.
COOPER," Thank you, Senator."
WARREN, I was in Iraq and went through the neighborhoods that ISIS destroyed.
COOPER, Thank you.
WARREN," We need to get out, but we need to do this through a negotiated solution. There is no military solution in this region."
COOPER," Thank you, Senator. Mayor Buttigieg, Mayor Buttigieg, like many of your fellow candidates on the stage, you've been calling for an end to endless wars. What's your response on Syria?"
BUTTIGIEG," Well, respectfully, Congresswoman, I think that is de wrong. The slaughter going on in Syria is not a consequence of American presence. It's a consequence of a withdrawal and a betrayal by this president of American allies and American values."
BUTTIGIEG,"Look, I didn't think we should have gone to Iraq in the first place. I think we need to get out of Afghanistan. But it's also the case that a small number of specialized, special operations forces and intelligence capabilities were the only thing that stood between that part of Syria and what we're seeing now, which is the beginning of a genocide and the resurgence of ISIS."
BUTTIGIEG,"Meanwhile, soldiers in the field are reporting that for the first time they feel ashamed -- ashamed -- of what their country has done. We saw the spectacle, the horrifying sight of a woman with the lifeless body of her child in her arms asking, what the hell happened to American leership?"
BUTTIGIEG,"And when I was deployed, I knew one of the things keeping me safe was the fact that the flag on my shoulder represented a country known to keep its word. And our allies knew it and our enemies knew it."
COOPER," Thank you, Mayor."
BUTTIGIEG," You take that away, you are taking away what makes America America."
COOPER," Thank you, Mayor."
BUTTIGIEG, It makes our troops and the world a much more dangerous place.
BUTTIGIEG,(APPLAUSE)
COOPER," Congresswoman Gabbard, your response?"
GABBARD," Yeah, absolutely. So, really, what you're saying, Mayor Pete, is that you would continue to support having U.S. troops in Syria for an indefinite period of time to continue this regime change war that has caused so many refugees to flee Syria, that you would continue to have our country involved in a war that has undermined our national security, you would continue this policy of the U.S. actually providing arms in support to terrorist groups in Syria, like Al Qaida, HTS, al-Nusra and others, because they are the ones who have been the ground force in this regime change war? That's really what you're saying?"
COOPER, Mayor Pete -- Mayor Buttigieg?
BUTTIGIEG," No, you can embrace -- or you can put an end to endless war without embracing Donald Trump's policy, as you're doing."
GABBARD," Will you end the regime change war, is the question."
BUTTIGIEG, What we are doing...
GABBARD, What is an endless war if it's not a regime change war?
COOPER, Allow him to respond. Please allow him to respond.
BUTTIGIEG," What we are doing -- or what we were doing in Syria was keeping our word. Part of what makes it possible for the United States to get people to put their lives on the line to back us up is the idea that we will back them up, too."
BUTTIGIEG,"When I was deployed, not just the Afghan National Army forces, but the janitors put their lives on the line just by working with U.S. forces. I would have a hard time today looking an Afghan civilian or soldier in the eye after what just happened over there. And it is undermining the honor of our soldiers. You take away the honor of our soldiers, you might as well go after their body armor next."
BUTTIGIEG,This president has betrayed American values. Our credibility has been tattered.
COOPER, Thank you.
BUTTIGIEG, I will restore U.S. credibility before it is finally too late.
COOPER," Senator Sanders, is Turkey still a U.S. ally? Should they remain in NATO?"
SANDERS, I'm sorry. Say that again?
COOPER, Is Turkey still a U.S. ally? Should they remain in NATO?
SANDERS," No, Turkey is not a U.S. ally when they inve another country and engage in mass slaughter."
SANDERS,"The crisis here, as I think Joe said and Pete said, is when you begin to betray people, in terms of the Kurds, 11,000 of them died fighting ISIS, 20,000 were wounded. And the United States said, “We’re with you, we’re standing with you.” And then suddenly, one day after a phone call with Erdogan, announced by tweet, Trump reverses that policy."
SANDERS,"Now, you tell me what country in the world will trust the word of the president of the United States. In other words, what he has done is wreck our ability to do foreign policy, to do military policy, because nobody in the world will believe this pathological liar."
SANDERS,(APPLAUSE)
BUTTIGIEG," But this is really important, because what this president has done shows that American leership shapes the behavior of our allies, or sometimes allies, too. Remember, the problem right now is not just that -- with our competitors. And, for example a place like China, the people of Hong Kong rise up for democracy and don't get a peep of support from the president. It's just not the behavior of versaries like Russia."
BUTTIGIEG,"But our one-time allies, like Saudi Arabia, which the CIA just concluded was responsible, as we all knew, for murdering and dismembering an American resident and journalist."
BUTTIGIEG,"And Turkey, which was an American ally. That's the point. We h leverage. But when we abandon the international stage, when we think our only choices are between endless war or total isolation, the consequence is the disappearance of U.S. leership..."
COOPER," Thank you, Mayor."
BUTTIGIEG, ... from the world stage.
COOPER, Senator...
BUTTIGIEG, And that makes this entire world a more dangerous place.
COOPER," Senator Klobuchar, should Turkey remain in NATO? Your response?"
KLOBUCHAR," We need to work with our allies, to work with Turkey and bring them out. This is an outrageous thing that happened here. And I think we need to talk about this not only in terms of the horror of what happened here with Turkey, but the fact that our president blew it and now he's too proud to say it."
KLOBUCHAR,"And what do we do now? We continue that humanitarian aid, but then we work with our allies to say come back, Turkey, and stop this, because what Mayor Pete has just said is true. Think about our other allies, Israel. How do they feel right now? Donald Trump is not true to his word when they are a beacon of democracy in the Mideast."
KLOBUCHAR,Think about our allies in Europe when he pulls out of the Iranian agreement and gives them holding the bag and gives the power to China and Russia.
COOPER," Thank you, Senator."
KLOBUCHAR, Think about the nuclear agreement with Russia that he precipitously pulled out of. This is part of a pattern. It's not an isolated incident.
COOPER," Thank you, Senator."
COOPER,"Senator Harris, given that the U.S. abandoned our Kurdish allies, what would you do as president to convince the rest of the world that we can still be trusted?"
HARRIS," That's a great question, Anderson, because the commander-in-chief of the United States of America has as one of her greatest priorities and responsibilities to concern herself with the security of our nation and homeland."
HARRIS,I serve on the Senate Intelligence Committee. I have over a period of time received classified information about the threats to our security and hot spots around the world.
HARRIS,"What has happened in Syria is yet again Donald Trump selling folks out. And in this case, he sold out the Kurds, who, yes, fought with us and thousands died in our fight against ISIS. And let's be clear. What Donald Trump has done, because of that phone call with Erdogan, is basically giving 10,000 ISIS fighters a ""get out of jail free"" card. And you know who the winner is in this? There are four"
HARRIS," Russia, Iran, Ass, and ISIS."
HARRIS,"This is a crisis of Donald Trump’s making. And it is on a long list of crises of Donald Trump’s making. And that’s why dude got to go. And when I am commander-in-chief, we will stop this mness."
COOPER," Secretary Castro, your response."
COOPER,(APPLAUSE)
CASTRO," Well, I mean, you asked the question of, how are we going to get people to trust us again? The first thing is we got to boot Donald Trump out of the Oval Office so that people will trust us again."
CASTRO,"You know, I also want people to think -- the folks this week that saw those images of ISIS prisoners running free to think about how absurd it is that this president is caging kids on the border and effectively letting ISIS prisoners run free."
CASTRO,(APPLAUSE)
CASTRO,"He has me a tremendous mistake, a total disaster there in Syria. And just to connect the dots for a second, if you're Kim Jong-un, for instance, why in the world would you believe anything that this president says to contain your nuclear weapons program, when he tore up an Iran nuclear agreement that we just signed four years ago, which was the strongest agreement to contain Iran's nuclear weapons program, and now he's abandoned the very people that we gave our word to?"
CASTRO,"I would make sure that we work with our allies to pressure Syria to stop the aggression, and I support efforts at stronger sanctions than this president has announced."
COOPER," Thank you, Mr. Secretary."
LACEY," Senator Booker, the American intelligence community says that Russia is trying to capitalize on the power vacuums around the world as we're seeing right now in northern Syria. What specifically would you do as president to check Vlimir Putin's power on the world stage?"
BOOKER," So, first of all, understand that this president is turning the moral leership of this country into a dumpster fire. We literally have great generals like Mattis who said on the world stage, the United States of America, there can be no better friend than the United States of America and no better -- no greater enemy than the United States of America. This president has turned that upside down and now is doing things to undermine our critical alliances and partner with Russia."
BOOKER,"And so clearly, to your question, number one, we cannot allow the Russians to continue to grow in influence by abandoning the world stage. We cannot allow Russia to not only interfere in the democracies of the Ukraine, and Latvia, and Lithuania, but even not calling them out for their efforts to interfere in this democracy are unacceptable."
BOOKER,"Russia and Putin understand strength, and this president time and time again is showing moral weakness. He makes promises to the American people that he's going to protect this nation. Well, inste of doing something to defeat ISIS, he's now given them a foothold again."
BOOKER,"This is an American president that even right now is lying to the American public and saying he's bringing our troops home, at the same time he's increasing troop presence with the Saudis, while they're involved in an unjust war that is killing tens of thousands of children in Yemen."
BOOKER,"This president is making us less safe. He is partnering more with Putin than he is with Merkel and Macron. And as president of the United States, I will stop this and restore American integrity abro."
LACEY," Thank you, Senator. Vice President?"
BIDEN," I think I maybe -- it doesn't make me any better or worse, but maybe the only person who spent extensive time alone with Putin, as well as with Erdogan. And Erdogan understands that -- you talk about should he stay in or out of NATO -- he understands if he's out of NATO, he's in real trouble."
BIDEN,"But the fact of the matter is, we have been unwilling in this ministration, because we have an erratic, crazy president who knows not a damn thing about foreign policy and operates out of fear for his own re-election."
BIDEN,(APPLAUSE)
BIDEN,"Think what's happened. The fact of the matter is, you have Russia influencing and trying to break up NATO. What does the president do? He says, ""I believe Vlimir Putin. I believe Vlimir Putin. I don't believe our intelligence community."""
SANDERS, You're suggesting I'm Vlimir Putin here.
BIDEN," No, no, I'm not. No, I'm not. I'm not."
SANDERS, I know.
SANDERS,(LAUGHTER)
BIDEN," But here -- look, but here's the deal. Think what that did. He turns around and he questions whether or not he'll keep the sacred commitment of Article 5 for the NATO members. If he is re-elected, I promise you, there will be no NATO. Our security will be vastly underrated, under -- we will be in real trouble."
BIDEN,"And with regard to regime change in Syria, that has not been the policy we change the regime. It has been to make sure that the regime did not wipe out hundreds of thousands of innocent people between there and the Iraqi border."
BIDEN,"And lastly, and I apologize for going on, but lastly, what is happening in Iraq is going to -- I mean, excuse me, in Afghanistan, as well as all the way over to Syria, we have ISIS that's going to come here. They are going to, in fact, damage the United States of America. That's why we got involved in the first place and not ceded the whole area to Ass and to the Russians."
LACEY," Thank you, Mr. Vice President."
LACEY,"Congressman O'Rourke, Senate Democrats put out a report last year on Russia's hostile actions around the world. They suggest the next president could fight back by publicly revealing what the U.S. knows about Putin's corruption and work with allies to freeze his bank accounts. Would you take either of those actions, even in the face of possible retaliation?"
O'ROURKE," Yes. We must be unafraid in ensuring that we hold Russia accountable for inving the world's greatest democracy and being able to do it thanks to Donald Trump functionally with impunity so far, so much so that they are inving this democracy right now as we speak, still at the invitation of this president. So if there are not consequences, we will continue to see this problem going forward."
O'ROURKE,"But in dition, y emas, to answer the previous question that you asked, how do we stand up to Russia on the global stage, we do that by renewing our alliances and our friendships. That is what makes America stronger. There isn't enough money in this country, there aren't enough servicemembers as brave and courageous as they are to do everything that we want to accomplish militarily around the world."
O'ROURKE,"And the Kurds are case in point. In fact, because we turned our backs on them, those Kurds who fought for us in Syria, helped to defeat ISIS not just for themselves, but for the United States of America, it makes it more likely that we will have to send another generation of servicemembers to fight those battles there."
O'ROURKE,"And then lastly, as General Mattis, who was invoked earlier, has said, we have two powers, one of intimidation and one of inspiration. We need to now focus on that latter power and make sure that we invest in diplomacy and our State Department and peacefully and non-violently resolving our foreign policy goals not on the backs of 18-, and 19-, and 20-year-olds any more, but making sure that our diplomats are invested in, have the focus necessary by this next president to make that they can accomplish those goals for this country and for the world."
LACEY," Thank you, Congressman. Thank you, Congressman."
