character,text
DAVIS," Thanks, George. Since we're here at an HBCU, I'd like to start with young black voters. Several recent polls indicate their number-one concern is racism. This campus, this state, and this nation are still raw from that racially motivated attack on Latinos in El Paso."
DAVIS,"Now, we know that the racial divide started long before President Trump and President Obama, but each of you on this stage has said that President Trump has made that divide worse. Congressman O'Rourke, coming to you first, why are you the most qualified candidate to address this divide?"
O’ROURKE," You know, I called this out in no uncertain terms on August 3rd and every day since then. And I was talking about it long before then, as well."
O’ROURKE,"Racism in America is endemic. It is foundational. We can mark the creation of this country not at the Fourth of July, 1776, but August 20, 1619, when the first kidnapped African..."
O’ROURKE,(APPLAUSE)
O’ROURKE,... was brought to this country against his will and in bondage and as a slave built the greatness and the success and the wealth that neither he nor his descendants would ever be able to fully participate in and enjoy.
O’ROURKE,"We have to be able to answer this challenge. And it is found in our education system, where in Texas, a 5-year-old child in kindergarten is five times as likely to be disciplined or suspended or expelled based on the color of their skin."
O’ROURKE,(APPLAUSE)
O’ROURKE,"In our health care system, where there's a maternal mortality crisis three times as deadly for women of color, or the fact that there's 10 times the wealth in white America than there is in black America."
O’ROURKE,I'm going to follow Sheila Jackson Lee's lead and sign into law a reparations bill that will allow us to address this at its foundation.
O’ROURKE,(APPLAUSE)
O’ROURKE,But we will also call out the fact that we have a white supremacist in the White House and he poses a mortal threat to people of color all across this country.
O’ROURKE,(APPLAUSE)
DAVIS," Secretary Castro, 45 seconds to respond."
CASTRO," Look, you know, I want to commend Beto for how well he has spoken to the passion and the frustration and the sadness after what happened in his hometown of El Paso. He's done a great job with that."
CASTRO,"Look, a few weeks ago, a shooter drove 10 miles inspired by this -- 10 hours inspired by this president to kill people who look like me and people who look like my family. White supremacy is a growing threat to this country, and we have to root it out."
CASTRO,"I'm proud that I put forward a plan to disarm hate. I'm also proud that I was the first to put forward a police reform plan, because we're not going to have any more Laquan McDonalds or Eric Garners or Michael Browns or Pamela Turners or Walter Scotts or Sandra Bland, here from the Houston area. We need to root out racism, and I believe that we can do that, because that doesn't represent the vast majority of Americans who do have a good heart. They also need a leader to match that, and I will be a president that matches that."
DAVIS," Senator Booker, you have said, quote, ""The real question isn't who is or isn't a racist. It's who is going to do something about it."" Senator, what do you plan to do about it?"
BOOKER," Well, first and foremost, I want to hit that point, because we know Donald Trump's a racist, but there is no red badge of courage for calling him that. Racism exists. The question isn't who isn't a racist. It's who is and isn't doing something about racism."
BOOKER,"And this is not just an issue that started yesterday. It's not just an issue that we hear a president that can't condemn white supremacy. We have systemic racism that is eroding our nation from health care to the criminal justice system. And it's nice to go all the way back to slavery, but dear God, we have a criminal justice system that is so racially biased, we have more African-Americans under criminal supervision today than all the slaves in 1850."
BOOKER,"We have to come at this issue attacking systemic racism, having the courage to call it out, and having a plan to do something about it. If I am president of the United States, we will create an office in the White House to deal with the problem of white supremacy and hate crimes."
BOOKER,(APPLAUSE)
BOOKER,"And we will make sure that systemic racism is dealt with in substantive plans, from criminal justice reform to the disparities in health care to even one that we don't talk about enough, which is the racism that we see in environmental injustice in communities of color all around this country."
BOOKER,(APPLAUSE)
DAVIS," Mayor Buttigieg, you've been struggling with issues around race in your own community. You've also said that anyone who votes to re-elect President Trump is, at best, looking the other way on racism. Does that sort of talk alienate voters and potentially deepen divisions in our country?"
BUTTIGIEG," I believe what's deepened divisions in the country is the conduct of this president, and we have a chance to change all of that."
BUTTIGIEG,"Look, systemic racism preceded this president, and even when we defeat him, it will be with us. That's why we need a systemic approach to dismantle it. It's -- it's not enough to just take a racist policy, replace it with a neutral one and expect things will just get better on their own. Harms compound. In the same way that a dollar saved compounds, so does a dollar stolen."
BUTTIGIEG,And we know that the generational theft of the descendants of slaves is part of why everything from housing to education to health to employment basically puts us in two different countries.
BUTTIGIEG,"I have proposed the most comprehensive vision to tackle systemic racism in every one of these areas, marshaling as many resources as went into the Marshall plan that rebuilt Europe, but this time, a Douglass plan that we invest right here at home, to make sure that we're not only dealing with things like the overincarceration of black Americans, but also black solutions, entrepreneurship, raising to 25 percent..."
BUTTIGIEG,(APPLAUSE)
BUTTIGIEG,"... the target for the federal government to do business with minority-owned businesses, investing in HBCUs that are training and educating the next generation of entrepreneurs."
BUTTIGIEG,(APPLAUSE)
BUTTIGIEG,"We can and must do that. But that means transcending this framework that pits us against each other, that pits a single black mother of three against a displaced auto worker. Because when I -- where I come from, a lot of times that displaced auto worker is a single black mother of three. We've got to say that..."
BUTTIGIEG,(APPLAUSE)
BUTTIGIEG,... and bring people together.
DAVIS, Also a concern for people of color is criminal justice reform.
DAVIS,"Senator Harris, you released your plan for that just this week. And it does contradict some of your prior positions. Among them, you used to oppose the legalization of marijuana; now you don't. You used to oppose outside investigations of police shootings; now you don't. You've said that you changed on these and other things because you were, quote, ""swimming against the current, and thankfully the currents have changed."""
DAVIS,"But when you had the power, why didn't you try to effect change then?"
DAVIS,(APPLAUSE) (ph)
HARRIS," So, there have been -- there have been -- I'm glad you asked me this question, and there have been many distortions of my record."
HARRIS,"Let me be very clear. I made a decision to become a prosecutor for two reasons. One, I've always wanted to protect people and keep them safe. And second, I was born knowing about how this criminal justice system in America has worked in a way that has been informed by racial bias. And I could tell you extensively about the experiences I and my family members have personally had. But I made a decision that, if I was going to have the ability to reform the system, I would try to do it from the inside."
HARRIS,"And so I took on the position that allowed me, without asking permission, to create one of the first in the nation initiatives that was a model and became a national model around people who were arrested for drugs and getting them jobs."
HARRIS,I created one of the first in the nation requirements that a state law enforcement agency would have to wear cameras and keep them on full-time.
HARRIS,I created one of the first in the nation trainings for a police officer on the issue of racial bias and the need to reform the system.
HARRIS,"Was I able to get enough done? Absolutely not. But my plan has been described by activists as being a bold and comprehensive plan that is about ending mass incarceration, about taking the profit out of the criminal justice system. I plan on shutting down for-profit prisons on day one."
HARRIS,(APPLAUSE)
HARRIS,"It will be about what we need to do to hold law enforcement, including prosecutors, accountable."
HARRIS,"And finally, my plan is about making sure that, in America's criminal justice system, we de-incarcerate women and children, that we end solitary confinement and that we work on keeping families intact."
HARRIS,"And as president of the United States, knowing the system from the inside, I will have the ability to be an effective leader and get this job complete."
DAVIS," Thank you, Senator Harris."
DAVIS,(APPLAUSE)
DAVIS,"Senator Klobuchar, during your eight years as a prosecutor in Minnesota, there were dozens of incidents where black men were killed by police. Critics say that too often you sided with police in these cases."
DAVIS,The ACLU's legal director in Minnesota has said that you showed no interest in racial justice. Do you wish now that you had done more?
KLOBUCHAR, That's not my record.
(UNKNOWN), (inaudible)
KLOBUCHAR," We are here at a historically black college. And I think of an alum of that college, Barbara Jordan, and something that she once said. She said, ""What the people want is simple; they want a country as good as its promise."""
KLOBUCHAR,"And that same can be said of the criminal justice system. So when I was there, the way we handled these police shootings, I actually took a stand to make sure outside investigators handled them. I took on our major police chief in Minneapolis."
KLOBUCHAR,"But in the prosecutor's office, they were handled with a grand jury. That's how they were all handled across our state. I now believe it is better for accountability if the prosecutor handles them and makes those decisions herself."
KLOBUCHAR,"That aside, I am proud of the work our staff did, 400 people in our office. The cases that came to us, the African-American community that came to us, they said there was no justice for their little kids."
KLOBUCHAR,"There was a kid named Byron Phillips that was shot on his front porch. No one had bothered to figure out who did it. When I came into that office, we worked with the community groups; we put up billboards; we found the shooter and we put him in jail. We did the same for the killer of a little girl named Tyesha Edwards who was doing her homework at her kitchen table and was shot through the window."
KLOBUCHAR,"What changes did we make? Go after white-collar crimes in a big way, diversity the office in a big way, work with the Innocence Project to make sure we do much better with eyewitness ID."
KLOBUCHAR,"And as a senator and as your president, I will make sure that we don't just do the First Step Act when it comes to criminal sentencing, that we move to the Second Step Act, which means the 90 percent of people that are incarcerated in local and state jails, let's reduce those sentences for nonviolent offenders and let's get them jobs and let them vote when they get out of prison."
KLOBUCHAR,(APPLAUSE)
DAVIS," Thank you, Senator Klobuchar."
DAVIS,You all believe that the war on drugs has put too many Americans behind bars.
DAVIS,"Vice President Biden, you have a plan to release many nonviolent drug offenders from prison. Senator Booker says that your plan is not ambitious enough. Your response?"
BIDEN," Well, first of all, let me say that, when I came back from law school, I had a job with a great -- a big-time law firm. I left and became a public defender because my state was under siege when Dr. King was assassinated. We were occupied by the National Guard for 10 months."
BIDEN,"I've been involved from the beginning. As a young congressman -- as a young councilman, I introduced legislation to try to keep them from putting a sewer plant in a poor neighborhood. I made sure that we dealt with redlining; banks should have to lend where they operate, et cetera."
BIDEN,The fact of the matter is that what's happened is that we're in a situation now where there are so many people who are in jail and shouldn't be in jail. The whole means by which this should change is the whole model has to change. We should be talking about rehabilitation.
BIDEN,"Nobody should be in jail for a nonviolent crime. As -- when we were in the White House, we released 36,000 people from the federal prison system. Nobody should be in jail for a drug problem. They should be going directly to a rehabilitation. We build more rehabilitation centers, not prisons."
BIDEN,(APPLAUSE)
BIDEN,"We -- I'm the guy that put in the drug courts to divert people from the criminal justice system. And so we have to change the whole way we look at this. When we put people in prison, we have to equip them that when they get out -- nobody who got in prison for marijuana, for example, immediately upon being released -- they shouldn't be in there; that should be a misdemeanor. They should be out and their record should be expunged. Every single right should be returned."
BIDEN,"When you finish your term in prison, you should be able not only to vote but have access to Pell grants, have access to be able to get housing..."
BIDEN,(APPLAUSE)
BIDEN,"... have access to be able to move along the way. I've laid out a detailed plan along those lines. And the fact is, we've learned so much more more..."
DAVIS," Thank you, Mr. Vice President."
BIDEN, Thank you.
DAVIS," Senator Booker, 45 seconds to respond."
BOOKER," Our criminal justice system is so savagely broken. There's no difference in America between blacks, whites and Latinos for using drugs or dealing drugs. But if you are African-American, you are almost four times more likely to be arrested and incarcerated, destroying your lives."
BOOKER,And so much of this comes down to privilege. We have a criminal justice system that Brian Stephenson (ph) says treats you better if you're rich and guilty than if you're poor and innocent.
BOOKER,"And so I have challenged this whole field. We can specifically and demonstrably now show that there are 17,000 people unjustly incarcerated in America, and all of us should come forward and say, when we are president of the United States; when I am president of the United States, we will release them."
BOOKER,"And let me be specific. I joined together and led in the United States Senate the only major bipartisan bill to pass under this president, for criminal justice reform, that has already led to thousands of people coming out of jail."
BOOKER,"If 87 members of the United States Senate says that these sentences are way too long, and we changed it, but we didn't make it retroactive, we could literally point to the people that are in jail unjustly right now."
BOOKER,"Everyone on this stage should say that we are going to give clemency to these 17,000 people. And I challenge you. Don't just say a big statement; back it up with details of the people in prison right now looking for one of the most sacrosanct ideals of this nation, which is liberty and freedom. We need to reform this system and we must do it now. Every day we wait is too long."
DAVIS," Thank you, Senator Booker."
DAVIS,(APPLAUSE)
DAVIS,David?
MUIR," Thank you, Linsey."
MUIR,"I want to turn to the deadly mass shootings here in this country. And of course we are all mindful tonight of where we stand. We are here in Texas tonight, where 29 people have lost their lives in just the last month alone, El Paso, which we've discussed; in Odessa. And I know there are survivors from El Paso right here in the hall tonight."
MUIR,"Vice President Biden, I do want to direct this to you, because we all remember Sandy Hook. Twenty-six people died in that school, 20 of them children. Those first graders would be in eighth grade today."
MUIR," At the time, there was a groundswell in this country to get something done. President Obama asked you to lead the push for gun control."
MUIR,"You have often pointed to your ability to reach across the aisle to get things done, but four months after Sandy Hook, a measure to require expanded background checks died on the Senate floor."
MUIR,"If you couldn't get it done after Sandy Hook, why should voters give you another chance?"
BIDEN, Because I got it done before. I'm the only one up here that's ever beat the NRA --only one ever to beat the NRA nationally. I'm the guy that brought the Brady bill into -- into focus and became law.
BIDEN,"And so that's number one. Number two, after Sandy Hook, a number of things happened. It went from a cause to a movement. Look what's happened now. Mothers -- the organization -- mothers against violence -- gun violence. We've seen what's happened again. Now we have all these young people marching on Washington, making sure that things are going to change."
BIDEN,"There has been a sea change. Those proposals I put forward for the president had over 50 percent of gun -- of gun -- of members of the NRA supporting them, and overwhelmingly the rest of the people supporting them. Now the numbers are much higher, because they realize what I've been saying and we've all been saying is correct."
BIDEN,Over 90 percent of the American people think we have to get assault weapons off the street -- period. And we have to get buy-backs and get them out of their basements.
BIDEN,(APPLAUSE)
BIDEN,"So the point is, things have changed. And things have changed a lot. And now what's happening is -- and, by the way, the way Beto handled -- excuse me for saying Beto. What the congressman..."
O’ROURKE, That's all right. Beto's good.
O’ROURKE,(APPLAUSE)
BIDEN," The way he handled what happened in his hometown is meaningful, to look in the eyes of those people, to see those kids..."
BIDEN,(APPLAUSE)
BIDEN,"... to understand those parents, you understand the heartache."
(UNKNOWN), But this is the problem.
BIDEN, We are ready to do this.
BIDEN,(APPLAUSE)
MUIR, Mr. Vice President...
(UNKNOWN), This is the problem.
O’ROURKE, Thank you.
O’ROURKE,(APPLAUSE)
MUIR, ... you did bring up assault weapons here.
MUIR,(APPLAUSE)
MUIR,"You did bring up assault weapons here, and many of you on this stage have talked about executive order."
MUIR,"Senator Harris, you have said that you would take executive action on guns within your first 100 days..."
HARRIS, Correct.
MUIR, ... including banning imports of AR-15 assault weapons.
HARRIS, That's right.
MUIR," President Obama, after Sandy Hook, more than 23 executive actions, and yet here we all are today."
MUIR,"In recent days former Vice President Biden has said about executive orders, ""Some really talented people are seeking the nomination. They said 'I'm going to issue an executive order.'"" Biden saying, ""There's no constitutional authority to issue that executive order when they say 'I'm going to eliminate assault weapons,'"" saying, ""you can't do it by executive order any more than Trump can do things when he says he can do it by executive order."""
MUIR,Does the vice president have a point there?
BIDEN, Some things you can. Many things you can't.
MUIR, Let's let the senator answer.
HARRIS," Well, I mean, I would just say, hey, Joe, instead of saying, no, we can't, let's say yes, we can."
HARRIS,(LAUGHTER)
HARRIS,(APPLAUSE)
BIDEN, Let's be constitutional. We've got a Constitution.
HARRIS," And yes, we can, because I'll tell you something. The way that I think about this is, I've seen more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you. I have hugged more mothers of homicide victims than I care to tell you."
HARRIS,"And the idea that we would wait for this Congress, which has just done nothing, to act, is just -- it is overlooking the fact that every day in America, our babies are going to school to have drills, elementary, middle and high school students, where they are learning about how they have to hide in a closet or crouch in a corner if there is a mass shooter roaming the hallways of their school."
HARRIS,"I was talking about this at one of my town halls, and -- and this child who was eight years old, probably, came up to me -- it was like it was a secret between the two of us, and he tugged on my jacket and he said, ""I had to have one of those drills."""
HARRIS,"It is traumatizing our children. El Paso -- and, Beto, God love you for standing so courageously in the midst of that tragedy. You know, people asked me..."
HARRIS,(APPLAUSE)
HARRIS,"... in El Paso -- they said, you know, because I have a long-standing record on this issue. They said, ""Well, do you think Trump is responsible for what happened?"""
HARRIS,"And I said, ""Well, look, I mean, obviously, he didn't pull the trigger, but he's certainly been tweeting out the ammunition."""
HARRIS,(APPLAUSE)
MUIR," Senator Harris, thank you."
MUIR,"Vice President Biden, do you still stand by what you said on an executive order?"
BIDEN," No, what I said was -- the question -- speak to constitutional scholars. If in fact we could say, ""By the way, you can't own the following weapons, period; they cannot be sold anymore"" -- check with constitutional scholars. Now, you can say..."
MUIR," Mr. Vice President, thank you."
MUIR,"Congressman O'Rourke, I want to get to you on this."
MUIR,(CROSSTALK)
HARRIS," John, could I tell you what you could do in 100 days?"
MUIR," I'm going to -- I'm going to work down the row here. But I do want to come to Congressman O'Rourke, because I know this is personal to you. El Paso is your hometown. Some on this stage have suggested a voluntary buy-back for guns in this country."
MUIR,"You've gone further. You've said, quote, ""Americans who own AR-15s and AK-47s will have to sell them to the government, all of them."" You know that critics call this confiscation. Are you proposing taking away their guns? And how would this work?"
O’ROURKE," I am, if it's a weapon that was designed to kill people on a battlefield..."
O’ROURKE,(APPLAUSE)
O’ROURKE,"If the high impact, high velocity round, when it hits your body, shreds everything inside of your body, because it was designed to do that, so that you would bleed to death on a battlefield and not be able to get up and kill one of our soldiers."
O’ROURKE,"When we see that being used against children, and in Odessa, I met the mother of a 15-year-old girl who was shot by an AR-15, and that mother watched her bleed to death over the course of an hour because so many other people were shot by that AR-15 in Odessa and Midland, there weren't enough ambulances to get to them in time, hell, yes, we're going to take your AR-15, your AK-47."
O’ROURKE,(APPLAUSE)
O’ROURKE,We're not going to allow it to be used against our fellow Americans anymore.
O’ROURKE,(APPLAUSE)
MUIR," Congressman, thank you."
O’ROURKE," And I want to say this. I'm listening to the people of this country. The day after I proposed doing that, I went to a gun show in Conway, Arkansas, to meet with those who were selling AR-15s and AK-47s and those who were buying those weapons. And you might be surprised, there was some common ground there, folks who said, I would willingly give that up, cut it to pieces, I don't need this weapon to hunt, to defend myself. It is a weapon of war."
O’ROURKE,"So, let's do the right thing, but let's bring everyone in America into the conversation, Republicans, Democrats, gun-owners, and non-gun owners alike."
(UNKNOWN), May I make a point?
MUIR," Congressman, thank you. I want to bring in Senator Klobuchar on this, because you've often talked about your uncle and the proud hunters back home in Minnesota. So I wanted to get your response to Congressman O'Rourke tonight. Where do you stand on mandatory gun buybacks?"
KLOBUCHAR, I so appreciate what the congressman's been doing. And I want to remind people here that what unites us is so much bigger than what divides us.
KLOBUCHAR,"Everyone up here favors an assault weapon ban. Everyone up here favors magazine limitations, which, by the way, would have made a huge difference if that was in place in El Paso, in that store, where all those ordinary people showed such extraordinary courage. And certainly in Dayton, Ohio, where in 30 seconds, one man guns down innocent people. The cops got there in one minute, and it still wasn't enough to save those people. That's what unites us."
KLOBUCHAR,"You know what else unites us? And I'll tell you this. What unites us is that right now, on Mitch McConnell's desk, are three bills -- universal background checks, closing the Charleston loophole, and passing my bill to make sure that domestic abusers don't get AK-47s."
KLOBUCHAR,(APPLAUSE)
MUIR, Senator Klobuchar?
KLOBUCHAR," So if we want to get something done -- and I personally think we should start with a voluntary buyback program. That's what I think, David. But I want to finish this, because if you want action now, if you want action now, we got to send a message to Mitch McConnell. We can't wait until one of us gets in the White House. We have to pass those bills right now to get this done."
MUIR, Senator Klobuchar...
KLOBUCHAR, Because we cannot spare another innocent life.
MUIR, Thank you. Thank you.
MUIR,"I want to turn to Senator Booker, because you have said just this week about guns and about the candidates on this stage, that the differences do matter. Those were your words."
MUIR,"You have argued, if you need a license to drive a car in this country, you should have a license to buy a gun. Gun-owners would not only have to pass a background check, they would have to obtain a federal license to buy a gun. This would require, as you know, Congress to pass legislation."
MUIR,"If Democrats can't get universal background checks, how would you get this done? And can you name one Republican colleague of yours in the Senate right now who would be onboard with this idea?"
BOOKER," So, background checks and gun licensing, these are agreed to by overwhelmingly the majority of Americans. Eighty-three percent of Americans agree with licensing. This is the issue."
BOOKER,"Look, I grew up in the suburbs. It was about 20 years ago that I came out of my home when I moved to inner city Newark, New Jersey, and witnessed the aftermath of a shooting. It's one of the reasons why shooting after shooting after shooting in neighborhoods like mine for decades, this has been a crisis for me. It's why I was the first person to come out for gun licensing. And I'm happy that people like Beto O'Rourke are showing such courage now and coming forward and also now supporting licensing."
BOOKER,But this is what I'm sorry about. I'm sorry that it had to take issues coming to my neighborhood or personally affecting Beto to suddenly make us demand change. This is a crisis of empathy in our nation. We are never going to solve this crisis if we have to wait for it to personally affect us or our neighborhood or our community before we demand action.
BOOKER,"You want to know how we get this done? We get this done by having a more courageous empathy, where people don't wait for this hell to visit upon their communities. They stand up and understand the truth of what King said, that injustice anywhere is a threat to justice everywhere."
BOOKER,"I will lead change on this issue, because I have seen what the carnage creates in communities like mine, because we forget, national shootings, these mass shootings are tragedies, but the majority of the homicide victims come from neighborhoods like mine. Nobody has ascended to the White House that will bring more personal passion on this issue. I will fight this and bring a fight to the NRA and the corporate gun lobby like they have never seen before."
BOOKER,(APPLAUSE)
MUIR," Senator Booker, thank you. A quick follow-up, though, because Americans watching tonight know the reality of Congress in Washington. I asked do you have a Republican colleague in the Senate who would be onboard with this idea to get this done?"
BOOKER," You know, if that was the attitude when Strom Thurmond had the longest filibuster ever on civil rights, if it was this idea that we can't get it done because of the situation in the Senate, I'm looking to lead a movement. The number-one reason why governments are formed is to protect the citizenry."
BOOKER,"Think about this. We have had more people die due to gun violence in my lifetime than every single war in this country combined, from the Revolutionary War until now. This is not a side issue to me. It is a central issue to me."
BOOKER,"That is the kind of fight -- because the majority of homicide victims -- we have a mass shooting every single day in communities like mine. We must awaken a more courageous empathy in this country so that we stand together and fight together and overwhelm those Republicans who are not even representing their constituency. Because the majority of Americans, the majority of gun-owners agree with me, not the corporate gun lobby. It is time for a movement on this issue, and I will lead it."
BOOKER,(APPLAUSE)
BIDEN, Go beat them (ph).
MUIR," Senator Booker, thank you. Senator Warren, I want to come to you next, because you have actually said in recent days that there are things you can get done with Republicans in the Senate. What can you get done on gun control?"
WARREN," So let's start by framing the problem the right way. We have a gun violence problem in this country. The mass shootings are terrible, but they get all the headlines. Children die every day on streets, in neighborhoods, on playgrounds. People die from violence, from suicide and domestic abuse. We have a gun violence problem in this country."
WARREN,"And we agree on many steps we could take to fix it. My view on this is, we're going to -- it's not going to be one and done on this. We're going to do it, and we're going to have to do it again, and we're going to have to come back some more until we cut the number of gun deaths in this country significantly."
WARREN,"But here's the deal. The question we need to ask is, when we've got this much support across the country, 90 percent of Americans want to see us do -- I like registration -- want to see us do background checks, want to get assault weapons off the streets, why doesn't it happen? And the answer is corruption, pure and simple."
WARREN,(APPLAUSE)
WARREN,"We have a Congress that is beholden to the gun industry. And unless we're willing to address that head-on and roll back the filibuster, we're not going to get anything done on guns. I was in the United States Senate when 54 senators said let's do background checks, let's get rid of assault weapons, and with 54 senators, it failed because of the filibuster."
WARREN,"Until we attack the systemic problems, we can't get gun reform in this country. We've got to go straight against the industry and we've got to change Congress, so it doesn't just work for the wealthy and well-connected, so it works for the people."
WARREN,(APPLAUSE)
MUIR," Senator Warren, thank you. You bring up eliminating the filibuster, which means you would need simply a simple majority in a Republican Senate to get something done. I want to turn to Senator Sanders on this, because you've said before of this, if Donald Trump supports ending the filibuster, which he's talked about himself, you should be nervous. Would you support ending the filibuster?"
SANDERS," No. But what I would support, absolutely, is passing major legislation, the gun legislation the people here are talking about, Medicare for all, climate change legislation that saves the planet. I will not wait for 60 votes to make that happen, and you can do it in a variety of ways. You can do that through budget reconciliation law. You have a vice president who will, in fact, tell the Senate what is appropriate and what is not, what is in order and what is not."
SANDERS,"But I want to get back to a point that Elizabeth made and that, in fact, in terms of gun issues, picking up on Cory and Beto and everybody else, what we are looking at is a corrupt political system, and that means whether it is the drug companies or the insurance companies or the fossil fuel industry determining what's happening in Washington or, in this case, you've got an NRA which has intimidated the president of the United States and the Republican leadership."
SANDERS,(APPLAUSE)
SANDERS,"I am proud -- I am proud that, year after year, I had an ""F"" rating from the NRA. And as president, I will not be intimidated by the NRA."
MUIR," Senator Sanders, thank you."
HARRIS, May I respond...
RAMOS," We've been hearing a lot about what's been happening here in Texas. Only a few weeks ago, the deadliest massacre of Latinos, Latinos, in modern U.S. history happened in this state, in El Paso. So the fear among Latinos -- and you know this -- is very real."
RAMOS,"So let me start with an issue that is causing a lot of division in this country immigration. Vice President Biden, as a presidential candidate, in 2008, you supported the border wall, saying, ""Unlike most Democrats, I voted for 700 miles of fence."" This is what you said."
RAMOS,"Then you served as vice president in an administration that deported 3 million people, the most ever in U.S. history. Did you do anything to prevent those deportations? I mean, you've been asked this question before and refused to answer, so let me try once again. Are you prepared to say tonight that you and President Obama made a mistake about deportations? Why should Latinos trust you?"
BIDEN," What Latinos should look at is -- comparing this president to the president we have is outrageous, number one. We didn't lock people up in cages. We didn't separate families. We didn't do all of those things, number one."
BIDEN,"Number two -- number two, by the time -- this is a president who came along with the DACA program. No one had ever done that before. This is the president that sent legislation to the desk saying he wants to find a pathway for the 11 million undocumented in the United States of America. This is a president who's done a great deal. So I'm proud to have served with him."
BIDEN,"What I would do as president is several more things, because things have changed. I would, in fact, make sure that there is -- we immediately surge to the border. All those people who are seeking asylum, they deserve to be heard. That's who we are. We're a nation who says, if you want to flee, and you're freeing oppression, you should come."
BIDEN,"I would change the order that the president just changed, saying women who were being beaten and abused could no longer claim that as a reason for asylum."
BIDEN,"And by the way, retrospectively, you know, the 25th anniversary of the Violence Against Women Act is up. The Republican Congress has not reauthorized it. Let's put pressure on them to pass the Violence Against Women Act. Now (inaudible) back..."
RAMOS," Yeah, but you didn't answer the question."
BIDEN," Well, I did answer the question."
RAMOS," No, did you make a mistake with those deportations?"
BIDEN, The president did the best thing that was able to be done at the time.
RAMOS, How about you?
BIDEN, I'm the vice president of the United States.
RAMOS," Secretary CASTRO, would you want to respond to Vice President Biden?"
CASTRO," I mean, look..."
RAMOS," And let me put this in context, because your party controlled the White House and Congress in 2009 and didn't pass immigration reform, and this broke a promise made by President Barack Obama to Latinos. So why should voters trust Democrats now? I mean, now it is even more difficult, as you know, because you need Republican votes in the Senate. So are you willing, for instance, to give up DACA or give up a path to citizenship or even agree to build a wall in order to legalize 10.5 million undocumented immigrants?"
CASTRO," Jorge, thank you very much for that question. And, look, I agree that Barack Obama was very different from Donald Trump. Donald Trump has a dark heart when it comes to immigrants. He built his whole political career so far on scapegoating and fearmongering and otherizing migrants, and that's very different from Barack Obama."
CASTRO,"But my problem with Vice President Biden -- and Cory pointed this out last time -- is every time something good about Barack Obama comes up, he says, oh, I was there, I was there, I was there, that's me, too, and then every time somebody questions part of the administration that we were both part of, he says, well, that was the president. I mean, he wants to take credit for Obama's work, but not have to answer to any questions. I mean..."
CASTRO,(APPLAUSE)
RAMOS," Vice President Biden, you have -- you have 45 seconds."
CASTRO, Let me just say...
BIDEN, That's not what I said.
CASTRO, Let me just say...
BIDEN, That's not what I said.
CASTRO," Jorge, let me just say that I would -- I was the first candidate in early April to put forward an immigration plan. You know why? Because I'm not afraid of Donald Trump on this issue. I'm not going to back pedal. I'm not going to pretend like I don't have my own vision for immigration."
CASTRO,"So we're not going to give up DACA. We're not going to give up protections for anybody. I believe that on January 20, 2021, we're going to have a Democratic president, we're going to throw out Mitch McConnell and John Cornyn and have a Democratic Senate, and a Democratic House, and we're going to pass immigration reform within the first 100 days."
RAMOS," Vice President, 45 seconds."
BIDEN," I did not say I don't -- I stand with Barack Obama all eight years, good, bad and indifferent. That's where I stand. I did not say I did not stand with him."
RAMOS," OK, Senator Warren, hundreds of children have been separated from their parents at the border. And recently, in Mississippi, we saw the largest immigration raid in a decade."
RAMOS,"You want ICE, the agency in charge of rounding up undocumented immigrants."
RAMOS,So how would you deal with the millions of immigrants who arrive legally but overstay their visas? And how would you stop hundreds of thousands of Central Americans who want to migrate to the U.S.?
WARREN," Well, I start with a statement of principles, and that is, in this country, immigration does not make us weaker, immigration makes us stronger."
WARREN,(APPLAUSE)
WARREN,"I want to see us expand legal immigration and create a pathway to citizenship for our DREAMers, but also for their grandparents, and for their cousins, for people who have overstayed student visas, and for people who came here to work in the fields. I want to have a system that is a path to citizenship that is fair and achievable."
WARREN,"Down at the border, we've got to rework this entirely. A system right now that cannot tell the difference in the threat posed by a terrorist, a criminal, and a 12-year-old girl is not a system that is keeping us safer, and it is not serving our values."
WARREN,(APPLAUSE)
RAMOS, Mr. Yang...
WARREN," We need -- I want to add one more part on this, because I think we have to look at all the pieces. Why do we have a crisis at the border? In no small part because we have withdrawn help from people in Central America who are suffering."
WARREN,(APPLAUSE)
WARREN,We need to restore that help. We need to help establish and re-establish the rule of law so that people don't feel like they have to flee for their lives. We have a crisis that Donald Trump has created and hopes to profit from politically. We have to have the courage to stand up and fight back.
WARREN,(APPLAUSE)
RAMOS," Mr. Yang? It is true that in the last few years we have seen the most severe anti-immigrant measures, from putting kids in cages to limiting asylum for people fleeing gangs and domestic violence. But it is also true about 1 million immigrants enter the U.S. legally every year. So, are you willing to raise the number of legal immigrants from 1 million to 2 million per year? And should there be a merit system, as President Trump wants?"
WARREN," So, yes -- oh, I'm sorry. Did you me or..."
YANG, It was me.
WARREN," Oh, he said it. OK. Sorry."
YANG, My -- my father grew up on a peanut farm in Asia with no floor and now his son is running for president. That is the immigration story that we have...
YANG,(APPLAUSE)
YANG,... to be able to share with the American people.
